"","cell_ID","L4_5 IT CTX","L2_3 IT CTX","L5 NP CTX","Sst Chodl","Car3","L6 CT CTX","Sst","L5_6 IT CTX","L6 IT CTX","Pvalb","Lamp5","DG","L2_3 IT RSPv","L6b_CT ENT","L4 RSP-ACA","Vip","L5 PT CTX","L5 IT CTX","Oligo","L2_3 IT RSP","CA1-ProS","Micro-PVM","Sncg","L2 IT ENTl","SUB-ProS","L2_3 IT APr","NP PPP","L2_3 IT PPP","L3 IT ENTm","L6b CTX","Astro","NP SUB","CA1","L3 IT ENTl","L2_3 IT ENTl","CT SUB","L2_3 IT HATA","Lamp5 Lhx6","Endo","L6 IT ENTl","L5 IT TPE-ENT","Meis2 HPF","L2 IT PAR","L5 NP CT CTX ","L5 PPP","Pax6","Ndnf HPF","L2 IT ENTm","CA3","L2_3 IT ProS","CA2-IG-FC","SUB","SMC-Peri","CR"
"484","483",0,0,0.0142166515744579,0,0,0,0.0761088493712104,0,0,0,0,0,0,0,0.00950750921318812,0.290134902709453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112326750558765,0,0,0,0,0,0,0,0,0,0,0.308725269621964,0,0,0,0,0,0.18721516179326,0,0,0,0,0,0,0.00176490515770073
"485","484",0,0,0,0,0.251318555536094,0.115509048215379,0,0.00420216254180407,0,0,0,0,0.212498279513604,0,0,0,0,0,0,8.68076119368423e-19,0,0,0,0,0,0,0,0,0,0.416471954193119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","485",0.235281820234928,0.0923546697714357,0,0,0,0,0,0.0585795110200089,0,0,0,0,0,0,0.000215298318891771,0,0,0,0,0.302763030387157,0,0,0,0,0,0,0,0,0,0.264367996583988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464376736835903,0,0,0,0,1.70814918185586e-20
"487","486",0,0.402126582759953,0,0,0,0,0.212412219755506,0,0,0,0.0179241034613485,0,0,0,0.0139732088071522,0,0,0,0,0.0637283801059843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225351511771357,0,0,0,0,0,0.0644839933386985,0,0,0,0,0,0,-2.9358838442659e-20
"488","487",0,0,0,-2.93386006595571e-19,0,0,0.409086632303733,0.424615547084785,0,0,0,0,0,0,5.59523177876194e-20,0,0,0,0,0.152635581314071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136496701072944,0,0,0,0,0,0,0,0,0,0,0,0,1.25691901164043e-05
"489","488",0,0,0,0,0,0,0.288335407163287,0,0,0,0,0,0,0,0.017856711760871,0,0,0,0,0.239753497763589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454054383312253,0,0,0,0,0,0,0,0,0,0,0,0,-4.20785142809927e-19
"490","489",0,0,0,0.0070749324551029,0,0,0.198288014024053,0,0,0.307048467028831,0,0,0,0,0.0245827610749088,0,0,0,0,0.379500015744593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060653088610657,0,0.0827892983648229,0,0,0,0,0,0,0,0,0,0,0,0,0.00010998042158169
"491","490",0,0,0,0.0446050328234812,0,0,0,0,0,0,0.162366758282372,0,0,0,0,0.389836380969406,0,0,0,0.0649411750623153,0,0,-2.70678084148833e-19,0,0,0,0,0,0,0.000128082085012892,0,0,0,0,0,0,0,0,0,0,0.336266478157917,0,0,0,0,0,0,0,0,0,0,0,0,0.00185609261949546
"492","491",0,0,0,0,0.283585649884107,0,0,-9.96767326151048e-19,0,0,0.0553977948415619,0,0,0,0.031258135190804,0,0,0.122395490482769,0,0.445018788408101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134661597294199,0,0,0,0,0,0,0,0,0,0,0.0488779814632378,0,2.61815890986492e-20
"493","492",0.281165405885808,0,0,0,0,0.255027027259146,0,0.455632425169264,0,0,0,0,0,0,7.1700396857477e-06,0,0,0.00816797164609601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.76713262394385e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","493",0,0,0,0,0,0,0,0,0,0.509945906986099,0,0,0,0,0,0.486009707491891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111431846313473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293006705887585
"495","494",0,0.196603701149844,0,0,0,0.320450805457355,0,0.350041126560682,0,0,0,0,0,0,4.34071205121499e-06,0,0,0,0,0.132900026120068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.70980842296909e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","495",0,0,0,0,0,0.00960594360261537,0,0.477963288186909,0,0,0,0,0,0,0.0108104480748108,0,0,0.160430494170249,0,0.22697828888803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105130330539209,0,0,0,0,0,0,0,0,0,0,0.00908120653817696,0,0
"497","496",0,0.235045469993433,0,0,0,0,0,0.0033441447827198,0,0,0.101990187361877,0,0,0,0.0266928073876089,0,0,0.0740992100026816,0,0.537774834676499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210533457951809,0,0,0,0,0,0,0,0,0,0,0,0,-4.05163423998017e-20
"498","497",0,0,0,0,0.290125792203329,0,0,0.00563121903845644,0,0,0,0.0487505732026151,0,0,0.0577062694849444,0,0,0.00362714479567635,0,0.179343198440835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35682674338644,0,0,0,0,0,0,0,0.0579890594477032,0,0,0,0,0
"499","498",0,0,0,0,0,0,0,0,0,0,0.0568964280172611,0,0,0,8.5732929912071e-21,0,0.639262667384025,0.262415004539226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404548602517146,0,0,0,0,0,0,0,0,0,0,0,0,0.000971039807773403
"500","499",0,0,0.0328151365814697,0,0,0,0,0.82341403358619,0,0,0,0,0.0731232776031406,0,-2.55630116411718e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105335045734492,0,0,0,0,0,0,0,0.0601140476557507,0,0,0,0,-4.84739680487573e-20
"501","500",0,0,0,0,0,0,0,0,0,0.207287750505422,0.179862275660778,0,0,0,0.000706747863071486,0,0,0.376766455102004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880636163175297,0,0,0,0,0,0.147313154551196,0,0,0,0,0,0,-2.47066572878481e-19
"502","501",0,0,0,0,0,0,-6.23522707780424e-18,0,0,0,0,0,0,0,0.133173264266579,0.346549319656289,0,0,0,0.485085404856873,0,0,0.000260725087609431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237484105386893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111828755939603
"503","502",0,0,0,0,0,0,0.277622620619602,0,0,0,0.118910907323023,0,0,0,0,0,0,0.108037001739465,0,0.208623578972852,0,0,0,0,0,0,0,0,0,0.0118782466537825,0.274927644691276,0,0,0,0,0,0,0,0,0,-1.63311842451192e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","503",0,0.214072637665385,0.455432059000113,0,0,0,0,0,0,0,0,0,0,0,1.71995054160263e-20,0,0,0,0,0.172032368081819,0.106349389948785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043025691059025,0,0.0084262112888323,0,0,0,0,0,0,0,0,0.000661642956041226,0,0
"505","504",0,0,0,0,0,0.0674202133967394,0,0,0,0.172458537419688,0,0,0,0,0.0199582556979524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740162993485621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506","505",0,0,0,0.0141200444392132,0,0,0.886936374702403,0,0,0,0.0989435808583833,0,0,0,-1.56772699199115e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40580757159057e-20
"507","506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336975797116496,0,0,0,0,0,0,0,0,0,0.0449143846499104,0,0,0,0,0,0,0,0,0,0,0.514047489245116,0,0,0,0,0,0.104062328988478,0,0,0,0,0,0,0
"508","507",0,0,0,0,0,0,0,0.0358923112645633,0,0,0.189808685494073,0,0,0,4.29532299908546e-05,0,0,0.147611740210592,0,0.481712505071843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144931804728938,0,0,0,0,0,0,0,0,0,0,0,0,1.1876493240136e-19
"509","508",0.269485827010257,0,0,0,0,0.218263228868884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378659515663537,0,0,0,0,0,0,0,0,0,0,0.474295162878699,0,0,0,0,0,0,0,0,0,8.98296758060663e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"510","509",0,0,0,0,0,0,0,0,0,0.394339451979494,0,0,0,0,0.0813486007009882,0.324827915338964,0,0,0,0,0.0347402730748915,0,0.0965920430709168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681517158347457
"511","510",0,0,0,0,0,0.149570762480185,0,0,0,0,0.219271899480031,0,0,0,3.97158453630536e-20,0,0,0,0,0.140387166640369,0,0,0,0,0,0,0,0,0,0.482974693777024,0,0,0,0,0,0,0,0,0,0,0.00779547762239123,0,0,0,0,0,0,0,0,0,0,0,0,0
"512","511",0,0,0,0,0,0,0,0.199379600296681,0,0,0.0556079700606016,0,0,0,0.00181113721396306,0,0,0,0,0.350134338648403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393066953780352,0,0,0,0,0,0,0,0,0,0,0,0,-9.11527119384973e-21
"513","512",0,0,0,0,0,0.00949196174392207,0,9.68650681334375e-06,0,0,0,0,0,0,0,0,0,0.00014178729076909,0,0.00654777246998172,0,0,0,0,0,0,0,0,0,0.503064831661788,0,0,0,0,0,0,0,0,0,0,0.480743960326726,0,0,0,0,0,0,0,0,0,0,0,0,0
"514","513",0,0,0,0,0,0,0,0.45274774715756,0,0,0,0,0,0,-7.41904845827066e-19,0,0,0,0,0.255665390007543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183481361841956,0,0,0.108105500992941,0,0,0,0,0,0,0,0,0,0,0,0,-8.33560725711816e-21
"515","514",0,0,0,0.0371846587597833,0,0,0,0,0,0,0,0,0,0,3.55339092809887e-18,0.508052059784764,0,0,0,8.47437512590377e-18,0,0,0.00202229950288185,0,0,0,0,0,0,9.17424626342634e-05,0,0,0,0,0,0,0,0,0,0,0.423495945127411,0,0,0,0,0,0,0,0,0,0,0,0,0.0291532943625263
"516","515",0,0,0,0,0.226461245728059,0.255092072195102,0,0.0112028272530423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507243854823798,0,0,0,0,0,0,0,0,0,0,0,0,-2.30451631794137e-20
"517","516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.34043568376185e-19,0.246400094993778,0,0,0,0.000844916917820138,0,0,0.154973527826169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591549049693286,0,0,0,0,0,0,0,0.00506394224192165,0,0,0,0,0.00116846832702567
"518","517",0,0,0,0,0,0,0,0.67845638491496,0,0,0,0,0,0,0.000318264934007812,0,0,0,0,0.0175424064776195,0,0,0,0,0,0,0,0,0,0.192236650180641,0,0,0,0,0,0,0,0,0,0,-1.02318265952665e-19,0,0,0,0,0,0,0,0.111446293492772,0,0,0,0,0
"519","518",0,0.538723282465144,0,0,0,0,0,0,0,0,0,0,0,0,0.0155962362997838,0,0,0,0,0.271914033294549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444229972709861,0,0,0,0.129343450669537,0,0,0,0,0,0,0,0,0,0,0,0,0
"520","519",0,0,0.238915850792957,0.162056964879426,0,0,0.594397762732459,0,0,0.0022526420280711,0,0,0,0,0.000874919961078627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150185960600872
"521","520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872534119029095,0.1556152706483,0,0,0,0.135240230118371,0,0,0,0,0,0,0,0,0,0.400893524028695,0,0,0,0,0,0,0,0,0,0,0.157348913081833,0,0,0,0,0,0.061327933526287,0,0,0,0,0,0,0.00232071669360554
"522","521",0,9.12179093935825e-18,0,0,0,0.000676465364183456,0,0.0125799204364669,0,0.360185497114446,0,0,0,0,0,0,0,0,0,0.383517417747263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243040699337641,0,0,0,0,0,0,0,0,0,0,0,0,-3.87762339202169e-20
"523","522",0,0,0,0,0,0.0938952274744975,0,0,0,0,0.13568351461876,0,0,0,1.13217704173466e-19,0,0,0,0,0.146721175950518,0,0.433362936488239,0,0,0,0,0,0,0,0.0438671875688909,0,0,0,0,0,0,0,0,0,0,0.0161528274370305,0,0,0,0,0,0.130275895565622,0,0,0,0,0,0,4.12348964418921e-05
"524","523",0,0,0,0,0,0,0,0,0,0.705932591051706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114045747533436,0.28266283419495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525","524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297108464714511,0,0,0,0.0144404685537389,0,0,0,0,0,0,0,0,0,1.56859290301197e-05,0,0,0,0,0,0,0,0,0,0,0.68690676209831,0,0,0,0,0,0,0,0,0,0,0,0,0.00152861870440981
"526","525",0,0,0,0.0239973281876412,0,0,0,0,0,0,0.150582569114434,0,0,0,0,0.186497180140692,0,0,0,0.0332984799760109,0,0,5.64755784840401e-18,0,0,0,0,0,0,0.102304252766254,0,0,0,0,0,0,0,0,0,0,0.424834134827155,0,0,0,0,0,7.46561776110035e-19,0,0,0,0,0,0,0.0784860549878132
"527","526",0,0.105825732506427,0,0,0,0,0,0.355883021989066,0,0,0,0,0,0,0,0,0,0,0,0.139513296005719,0,0,0,0,0,0,0,0,0,0.373000143243714,0,0,0,0,0,0,0,0,0,0,0.00772638715829164,0,0.0180514190967819,0,0,0,0,0,0,0,0,0,0,0
"528","527",0,0,0,0,0,0,0,0,0,0.53176501987839,0.338171999612589,0,0,0,0.0681678432030491,0,0,0,0,0.0603174447069941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157769259897746,0,0,0,0,0,0,0,0,0,0,0,0,0
"529","528",0,0,0.10592714624958,0,0,0.142163373737613,0,0,0,0,0.33378317908322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401805930073722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163203708558641
"530","529",0,0,0,0,0,0,0,0.728527748343989,0,0,0,0,0,0,3.90673366231982e-19,0,0,0.143976827726716,0,0.127495423929295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"531","530",0,0,0.176244087154874,0,0,0,0,0,0,0.646195832639529,0,0,0,0,0.0900856289011047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710195755607309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016454875743762
"532","531",0,0,0,0,0,0,0,0.2476983810543,0,0.0776000545375755,0,0,0,0,-8.47920095377933e-19,0,0,0,0,0.562845926194426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111855638213699,0,0,0,0,0,0,0,0,0,0,0,0,1.82781806380076e-19
"533","532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107966856550739,0,0,0,0,0.468321739245411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518510764630193,0,0,0,0,0,0,0,0,0,0,0,0,0.002370810469322
"534","533",0,0,0,0,0,0.223008726168202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928751222132469,0,0,0,0,0,0,0,0,0.102800633161383,0,0,0,0,0,0,0,0.20264858647754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378666931979629,0
"535","534",0,0,0,0.0377434793257986,0,0,0,0.185205802474533,0,0.126397212627017,0,0,0,0,0,0,0,0,0,0.299015145927934,0,0,0,0,0,0,0,0,0,0.350834338970503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000804020674214693
"536","535",0,0,0,0,-2.39728625858853e-19,0,0,0,0,0,0.0959083177751216,0,0,0,0,0,0,0,0,0.11231351188403,0,0,0,0,0,0,0,0,0,0,0.595897152027852,0,0,0,0,0,0,0,0,0,0.126097725224018,0,0,0,0,0,0.0697832930889784,0,0,0,0,0,0,0
"537","536",0.29517953432861,0,0,0,0,0,0.25261029190894,0.135114895336609,0,0,0,0,0,0,6.87629246289279e-06,0,0,0,0,0.317064533689119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38684442591861e-05,0,0,0,0,0,0,0,0,0,0,0,0,-4.42063763194686e-19
"538","537",0,0,0,0,0,0.718550189977635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281449810022365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539","538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632086131875186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330064445000115,0,0,0,0,0,0.0372211348676647,0,0,0,0,0,0,0.000628288257034051
"540","539",0,0,0,0,0,0,0,0,0,0,0.0258425625408906,0,0,0,0.000813706281705587,0,0,0,0,0.371590934484051,0,0,0,0,0,0,0,0,0,0.0484507011918364,0,0,0,0,0,0,0,0,0,0,0.15164996700696,0,0,0,0.00378454636965572,0.353118356266957,0,0,0,0,0,0.0222885161311273,0,0.0224607097268161
"541","540",0,0,0,0,0,0,0.137073982267166,0,0,0,0,0,0,0,0,0,0,0,0.343885032048772,0.351390749522086,0,0,0,0,0,0,0,0,0,0,0.022854606229775,0,0,0,0,0,0,0,0,0,0.144795629932201,0,0,0,0,0,0,0,0,0,0,0,0,0
"542","541",0,0,0,0,0,0,0,0,0,0.556066020522222,0,0,0,0,0.104556825688095,0.250006386008042,0,0,0,0,0,0,0.00397122029563993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853995474860002
"543","542",0.552360255258485,0,0,0,0,0,0,0.0610447458522134,0,0,0,0,0,0,0.00810286341881909,0,0,0.016709259683628,0,0.255255318269681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106527557517173,0,0,0,0,0
"544","543",0,0,0,0,0,0,0,0.222873060908991,0,0.367890977237413,0,0,0,0,0.00141457215078279,0,0,0,0,0.242283656906034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165537732796779,0,0,0,0,0,0,0,0,0,0,0,0,3.0611181418946e-20
"545","544",0.210577896701739,0,0,0,0,0,0,0.198792786693409,0,0,0,0,0,0,-3.09372149702048e-19,0,0,0.090395882752089,0,0.00467928057669964,0,0,0,0,0,0,0,0,0,0.495473694359356,0,0,0,0,0,0,0,0,0,0,8.04589167069339e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"546","545",0,0,0,0.0348633176890579,0,0,0,0,0,0,0,0,0,0,0.0318585985824167,0,0,0,0,0.249576947393593,0,0,0.0852818925048911,0,0,0,0,0,0,0.00126520866748391,0,0,0,0,0,0,0,0,0,0,0.583390866874531,0,0,0,0,0,0,0,0,0,0,0,0,0.0137631682880256
"547","546",0,0,0.0942609028419844,0,0,0.143450179297086,0,0,0,0,0,0,0,0,5.63056693956586e-08,0,0,0.11909287928083,0,0.634582383078034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861359919639611,0,0,0,0,0,0,0,0,0,0,0,0,0
"548","547",0,0,0,0,0,0,0,0.149362626470867,0,0,0,0,0,0,0.544519829267959,0,0,0.112161352406572,0,0,0.0253920539642883,0,0,0,0,0,0,0,0,0,0,0,0.168564137890313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549","548",0,0,0,0.130042699358377,0,0,0,0,0,0,0,0,0,0,0.122288353557468,0,0,0,0,0,0,0,0.334509569755429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397913295303901,0,0,0,0,0,0,0,0,0,0,0,0,0.0152460820248245
"550","549",0,0,0,0,0,0.261050878809599,0,0,0,0,0,0.0523902370805374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686417909078979,0,0,0,0,0,0,0,0.000140975030884461,0,0,0,0,0
"551","550",0,0,0,0,0,0,0,0,0,0.22653271584625,0,0,0,0,0.0623758192767702,0.666067165643353,0,0,0,0,0,0,2.05617730837957e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450242992336269
"552","551",0,0,0,0,0,0,0,0.207989159823288,0,0,0,0,0,0,0.00212780703856816,0.233745099215964,0,0,0,0.0971390043397015,0,0,0,0,0,0,0,0,0,4.43827237131281e-19,0,0,0,0,0,0,0,0,0,0,0.458977972506849,0,0,0,0,0,0,0,0,0,0,0,0,2.0957075628768e-05
"553","552",0,0,0,0,0,0,0,0.220721240202601,0,0,0.30008797398957,0,0,0,3.28467658145954e-06,0,0,0.142143550144124,0,0.337043950987124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.71984551164901e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
"554","553",0,0,0,0,0,0,0,0,0,0,0.0701938009463308,0,0,0,0.03444668504422,0,0,0.0696112358358229,0,0.30309022991376,0,0,0,0,0,0,0,0,0,0.510039429616798,0,0,0,0,0,0,0,0,0,0,0.0125498071135057,0,0,0,0,0,0,0,0,0,0,0,0,6.88115295618859e-05
"555","554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67893456877667e-18,0.421860941377166,0,0,0,0.164038468905373,0,0,0.0435990176850434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369374622918638,0,0,0,0,0,0,0,0,0,0,0,0,0.00112694911377969
"556","555",0,1.30113494593273e-05,0,0,0,0,0,0.326074838489686,0,0,0,0,0,0,0.0167826798613582,0,0,0.418389773120784,0,0.000127018987474387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163190587178961,0,0,0,0,0,0,0.0179546783392735,0,0.057467412673003,0,0,0,0,0,0,0,0,0,0,0
"557","556",0,0,0,0.122025165732791,0,0,0.042255328279026,0,0,0.101774711141255,0,0,0,0,0.000367707671509668,0.26730292197154,0,0,0,0,0,0,0.016688337404894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443488054134571,0,0,0,0,0,0,0,0,0,0,0,0,0.00609777366441311
"558","557",0,0,0,0.0743926044127334,0,0,0.506363949361373,0,0,0,0,0,0,0,0.0545960050745997,0,0,0,0,0,0,0,0.0219066675366653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342740773614628,0,0,0,0,0,0,0,0,0,0,0,0,4.1618457653502e-19
"559","558",0,0,0,0,0,0,0,0.189742797884332,0,0,0,0,0,0,9.60188355125169e-21,0,0.414020088600377,0.0892534968834044,0,0.118655480948742,0,0,0,0,0,0,0,0,0,0.188328135683144,0,0,0,0,0,0,0,0,0,0,2.05819672681705e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","559",0,0,0,0.0068222762951541,0,0,0.804588391923368,0,0,0,0,0,0,0,0.021069838287734,0,0,0,0,0.0900659937976478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746578343556616,0,0,0,0,0,0,0,0,0,0,0,0,0.00279566534043425
"561","560",0,0,0,0.0926451957717781,0,0,0,0,0,0,0.0455881717183159,0,0,0,1.53682550838842e-18,0.701243243405213,0,0,0,-9.59977657651599e-18,0,0,0,0,0,0,0,0,0,0.00159216368875251,0,0,0,0,0,0,0,0,0,0,0.15893122541594,0,0,0,0,0,0,0,0,0,0,0,0,1.03953440572569e-20
"562","561",0,0,0,0,0.879827517160635,0,0,0.0141622739939325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206358396597309,0,0,0.0215937695622719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061203074686377,0,0,0,0,0.00257752493705325
"563","562",0,0,0,0,0,0.0783949665164998,0.478003091551817,0,0,0.0249713656845531,0,0,0,0,0,0,0,0,0,0,0,0.0631301335770176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106614816177217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248885626492895,0
"564","563",0,0,0,0.0347030855491593,0,0,0.0933149360561675,0,0,0,0,0,0,0,5.67795784570312e-19,0.151836933198748,0,0,0,0,0,0,1.27116702410515e-18,0,0,0,0,0,0,0.355026387204369,0,0,0,0,0,0,0,0,0,0,0.309178097993701,0,0,0,0,0,0,0,0,0,0,0,0,0.055940559997855
"565","564",0,0,0,4.41934674711909e-07,0,0,0.375103569997942,0,0,0,0,0,0,0,0,0,0,0,0,0.279737843987946,0,0,0,0,0,0,0,0,0,0,0,0,0.0308985061400096,0,0,0,0,0,0,0,0.314259637939428,0,0,0,0,0,0,0,0,0,0,0,0,8.07461082037827e-20
"566","565",0.282927253437158,0,0.326599461105163,0,0,0,0,0.362527999997611,0,0,0,0,0,0,0.000457720432717278,0,0,0,0,0.000521723746527705,0,0,0,0,0,0,0,0,0,0.0266555163083682,0,0,0,0,0,0,0,0,0,0,0.000310324972454088,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","566",0.260709231414457,0.278938827959393,0,0,0,0,0,0.0043576596874982,0,0,0,0,0,0,0,0,0,0,0,-6.7695732734974e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422842895105809,0,0,0,0,0,0,0,0.0331513858328422,0,0,0,0,0
"568","567",0,0,0,0,0,0.205060837657141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536469597952672,0,0.193864267499148,0,0,0,0,0,0,0,0.0646052968910395,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","568",0,0,0,0.124211106358135,0,0,0.102954604183138,0,0,0,0,0,0,0,-1.67628601202264e-20,0,0,0,0,0.161304172847112,0,0,0.196912912112819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403370571207214,0,0,0,0,0,0,0,0,0,0,0,0,0.0112466332915812
"570","569",0,0,0,0,0,0,1.21699061183593e-18,0,0,0,0,0,0,0,0.0830176585067068,0.373646807108425,0,0,0,0.154414827771343,0,0,1.99678837040681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387474022334582,0,0,0,0,0,-6.33822446527305e-19,0,0,0,0,0,0,0.00144668427894273
